,STATION_CD,STATION_NM,STATION_NM_ENG,LINE_NUM,FR_CODE,CYBER_ST_CODE,BRANCH_OFFICE_CODE,BRANCH_OFFICE_NM,REGIDATE,TEL,FAX,POST_CODE,ADDRESS,MINWON,INFOTESK,CULTURE,TICKET,OBSTACLE,MEETPLACE,PARKING,BICYCLE,MUIN,OFFICE,NURSING,ELEVATOR,ESCALATOR,WHEELCHAIR,SPEEDNATE,TOILET,STATION_NM_HAN,URE,XPOINT,YPOINT,XPOINT_WGS,YPOINT_WGS
0,0424,명동,Myeong-dong,4,424,0424,141700,길음영업소,1985-10-18 00:00:00,02-6110-4241,6110 - 4249,04629,서울특별시 중구 퇴계로 지하 126,N,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,Y,게이트 내부,明洞,○ 명동은 조선초부터 이곳을 명례방이라 한데서 유래된 것이다. 유행의 1번지로 일컫는 이곳은 한때 다방을 중심으로 '예술의 거리'로 알려졌다.,496773.0,1127452.0,37.560989,126.986325
0,1804,부천,Bucheon,1,148,1804,410000,철도청구간,,032-665-7775,,14637,경기도 부천시 소사구 부천로 1,Y,N,N,N,N,N,N,N,Y,,N,,,,,게이트 외부,富川,부평군의 (부)자와 인천부의 (천)자를 따서 부천을 만들었으며 지역명에 부합한 부천역으로 명명함.,451774.0,1106150.0,37.484050,126.782686
0,1809,주안,Juan,1,156,1809,410000,철도청구간,,032-865-7787,,22132,인천광역시 남구 주안로 95-19,,,,,,,,,,,N,,,,,게이트 내부,朱安,,429187.0,1100850.0,37.464941,126.679923
0,0247,도림천,Dorimcheon,2,234-1,0247,123400,신도림영업소,1992-5-22 0:0:0,02-6110-2441,6110 - 2449,08200,서울특별시 구로구 경인로67길 160,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,게이트 외부,道林川,○ 도림천은 당시 이곳 지명이었던 도림리를 흐르는 하천이란 뜻으로 도림천이라 불리게 되었고 역이 들어서면서 도림천역이라 명명되었다.,473827.0,1114450.0,37.514287,126.882768
0,1914,보산,Bosan,1,102,1914,410000,철도청구간,,031-866-4987,,11311,경기도 동두천시 평화로 2539,N,N,N,N,N,N,N,N,,,N,,,,,게이트 외부,保山,,512355.0,1225370.0,37.913702,127.057277
0,0412,창동,Chang-dong,4,412,0412,141000,상계서비스센터,1985-04-20 00:00:00,02-6110-4121,6110 - 4129,01414,서울특별시 도봉구 마들로11길 77,N,N,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,게이트 내부,倉洞,,510370.0,1153032.0,37.653166,127.047731
0,1709,군포,Gunpo,1,P150,1709,410000,철도청구간,,031-452-7788,,15855,경기도 군포시 군포역1길 27,,,,,,,,,,,N,,,,,게이트 외부,軍浦,"임진왜란때 후퇴 중이던 관군에게 마을사람들이 식사를 제공하여 사기를 진작시켜 왜병을 크게 무찌르게 되었다. 그 후부터 이 지역을 굶주린관군이 배불리 먹은 지역이라 하여 ""군포""라 명명하게 되었다 한다.",488327.0,1069692.0,37.353560,126.948462
0,1750,광명,Kwangmyung,1,P144-1,1750,,,,02-899-9270,,14347,경기도 광명시 광명역로 21,N,N,N,N,N,N,N,N,,,N,,,,,게이트 외부,光明,,474465.0,1087601.0,37.416182,126.884466
0,1719,오산,Osan,1,P160,1719,,,2005-1-27 15:9:8,031-374-7788,,18137,경기도 오산시 역광장로 59,N,N,N,N,N,N,N,N,Y,,N,,,,,게이트 외부,烏山,"멀리 외딴 산이 있으므로 외미, 오미, 외뫼 등으로 부르다 오산이 되었다는 데서 유래",514562.0,1011910.0,37.145885,127.066720
0,1802,오류동,Oryu-dong,1,144,1802,410000,철도청구간,,02-2639-3417,,08272,서울특별시 구로구 경인로20길 13,,,,,,,,,,,N,,,,,게이트 외부,梧柳洞,"""오류""는 오동나무와 버드나무가 많아 이름 붙여진 오류골에서 비롯되었음",465445.0,1108947.0,37.494526,126.845365
0,0323,약수,Yaksu,3,333,0323,132500,옥수영업소,1985-10-18 0:0:0,02-6110-3331,6110 - 3339,04597,서울특별시 중구 다산로 지하 122,N,N,N,N,Y,N,N,Y,N,Y,N,Y,Y,N,Y,게이트 내부,藥水,,502197.0,1125470.0,37.554340,127.010655
0,1451,경마공원,Seoul Racecourse Park,4,436,1451,410000,철도청구간,,02-502-7892,,13822,경기도 과천시 경마공원대로 지하 105,,,,,,,,,,,N,,,,,게이트 외부,競馬公園,"한국마사회가 1989.5.1 이곳에 ""경마장""을 건립한 이후 경마이용객의 편의를 제공하기 위해 1994.4.1 과천선 개통시 ""경마장역""으로 영업개시 하였으며, 한국마사회 요청으로 2000.1.1 경마공원역으로 역명을 개정함",501607.0,1094842.0,37.443885,127.007888
0,1710,의왕,Uiwang,1,P152,1710,410000,철도청구간,,031-461-3263,,16081,경기도 의왕시 철도박물관로 66,,,,,,,,,,,N,,,,,게이트 외부,義王,"조선중엽 남양부사가 부곡변씨촌을 지나던 중 마을이름을 묻자 이마을은 대문, 울타리 등 없는것이 12가지나 되어 貧谷이라 한다는 말을 듣고서 남양부사가 안되어 富谷이라 부르는게 낫지 않겠느냐 했다 하는 설. 2004년 6월 25일 역명을 ""부곡""에서 ""의왕""으로 변경 시행.",488252.0,1060692.0,37.320852,126.948217
0,1905,회룡,Hoeryong,1,111,1905,410000,철도청구간,,031-872-7744,,11705,경기도 의정부시 평화로 363,,,,,,,,,,,N,,,,,게이트 외부,回龍,,510190.0,1172670.0,37.724846,127.046895
0,1907,가능,Ganeung,1,109,1907,410000,철도청구간,,031-828-3249,,11678,경기도 의정부시 평화로 633,N,N,N,N,N,N,N,N,,,N,,,,,게이트 외부,佳陵,각 대신들이 이곳에서 정무를 논의하였다 하여 의정부라는 지명이 생성된데서 유래,509550.0,1179510.0,37.748577,127.044213
0,1715,세류,Seryu,1,P156,1715,410000,철도청구간,2003-4-30 5:0:0,031-238-3089,,16659,경기도 수원시 권선구 정조로 393-1,,,,,,,,,,,N,,,,,게이트 외부,細柳,"냇가에 버드나무가 많다 하여 ""버드내""라고 불렸다 한데서 유래",502825.0,1039400.0,37.245025,127.013222
0,1816,간석,Ganseok,1,155,1816,410000,철도청구간,,032-427-7788,,21504,인천광역시 남동구 석정로 522-14,N,N,N,N,N,N,N,N,,,N,,,,,게이트 내부,間石,신설당시 염전지역으로 가칭 염빙역으로 하였으나 산업화의 변동으로 염전이 서서히 사라지고 간석동에 위치하고 있어 간석역으로 확정됨.,432214.0,1100821.0,37.464737,126.694181
0,1458,금정,Geumjeong,4,443,1458,410000,철도청구간,,031-393-7788,,15809,경기도 군포시 군포로 750,N,N,N,N,N,N,N,N,Y,,N,,,,,게이트 내부,衿井,,487357.0,1075022.0,37.372221,126.943429
0,1815,부개,Bugae,1,151,1815,410000,철도청구간,,032-517-7788,,21416,인천광역시 부평구 수변로 22,,,,,,,,,,,N,,,,,게이트 외부,富開,"1924년 경기도 부천군 부내면 마분리로 편입된 이후, 1985년 인천시 조례에 의거, 부개동으로 개칭된 지역명을 따 역명을 제정함.",442407.0,1107372.0,37.488418,126.741090
0,0318,안국,Anguk,3,328,0318,132500,옥수영업소,1985-10-18 00:00:00,02-6110-3281,6110 - 3289,03147,서울특별시 종로구 율곡로 지하 62,N,N,N,N,N,Y,N,N,N,Y,N,Y,Y,N,Y,게이트 외부,安國,○ 역이 있는 지명에서 유래된 것으로 안국동은 조선시대 초기 이 일대를 안국방(安國坊)으로 정했기 때문에 유래된 것이다.,496540.0,1131750.0,37.576477,126.985443
0,0229,봉천,Bongcheon,2,229,0229,122700,구로디지털서비스센터,1984-05-22 00:00:00,02-6110-2291,6110 - 2299,08757,서울특별시 관악구 남부순환로 지하 1721,N,N,N,N,N,Y,N,N,N,Y,N,Y,Y,N,Y,게이트 외부,奉天,○ 봉천동(奉天洞)은 관악산 근처의 마을로 산이 높고 험하다 하여 붙여진 이름이다. 경기도 시흥군 동면 봉천리였다가 1963년 1월 1일 서울특별시에 편입되어 봉천동이라 하였다.,486905.0,1105552.0,37.482362,126.941892
0,0156,신설동,Sinseol-dong,1,126,0156,115500,동묘영업소,1974-8-15 0:0:0,02-6110-1261,6110 - 1269,02582,서울특별시 동대문구 왕산로 지하 1,N,N,N,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,게이트 외부,新設洞,,505342.0,1131412.0,37.575297,127.025087
0,0417,길음,Gireum,4,417,0417,141700,상계서비스센터,1985-04-20 00:00:00,02-6110-4171,6110 - 4179,02735,서울특별시 성북구 동소문로 지하 248,N,N,N,N,N,Y,N,Y,N,Y,Y,Y,N,N,Y,게이트 외부,吉音,○ 길음동은 정릉천의 골짜기가 길게 놓여 있어 기리묵골이라 하던 것을 한자음으로 고쳐쓴 것이라고 한다. 주위 정릉천의 물소리가 맑고 고와서 좋은 노래 소리가 들리는 동네라는 뜻에서 길음동이라 이름이 붙여졌다고도 한다.,505320.0,1139202.0,37.603407,127.025053
0,1021,녹천,Nokcheon,1,117,1021,410000,철도청구간,,02-905-0182,,01488,서울특별시 도봉구 덕릉로 376,,,,,,,,,,,N,,,,,게이트 내부,鹿川,이 지역에 홍수로 인해 폐허가 된 마을 뒷산에서 사슴이 내려와 마을앞 중랑천에서 목욕을 하고 간 이후부터 농사가 잘 되고 마을 일도 순조로와져 녹천이라 불린데서 유래됨.,511557.0,1150497.0,37.644799,127.051269
0,0313,녹번,Nokbeon,3,323,0313,131700,경복궁영업소,1985-07-12 00:00:00,02-6110-3231,6110 - 3239,03373,서울특별시 은평구 통일로 지하 602-1,N,N,N,N,N,Y,N,N,Y,Y,N,Y,N,N,Y,게이트 외부,碌磻,○ 녹번이란 지명은 '녹번이' 란 고개에서 녹색을 띠는 천연구리(한방약용)가 나와 녹반현(碌礬峴)으로 부르다 변음되어 '녹번이' 고개로 불려졌고 역 이름은 이에서 유래한다.,485672.0,1138467.0,37.600927,126.935756
0,1705,관악,Gwanak,1,P146,1705,410000,철도청구간,,031-471-7788,,13960,경기도 안양시 만안구 경수대로 1273번길 46,,,,,,,,,,,N,,,,,"게이트 내부,외부",冠岳,주변에 관악산이 있어 대표적인 명칭으로 명명.,479698.0,1088013.0,37.419232,126.908706
0,0430,이촌,Ichon,4,430,0430,142800,삼각지영업소,1985-10-18 0:0:0,02-6110-4301,6110 - 4309,04422,서울특별시 용산구 서빙고로 지하 83,N,N,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,게이트 내부,二村,,494107.0,1116637.0,37.522272,126.974345
